2026-04-15 16:01:30 | DEV  | SCAN        | 43 SAML apps                            | ok        | candidates=3 no_match=23 already_oin=9 inactive=3 legacy=1 replaced=4
2026-04-16 09:09:15 | DEV  | AI_REVIEW   | Singlewire                              | confirmed | Singlewire InformaCast — Verified OIN app for Singlewire's InformaCast mass notification platform — clear match.
2026-04-16 09:09:15 | DEV  | AI_REVIEW   | Symplicity                              | suggested | Symplicity — Exact name match but OIN app is unverified — confirm before migrating.
2026-04-16 09:09:15 | DEV  | AI_REVIEW   | Symplicity - Booker                     | suggested | Symplicity — Same Symplicity OIN app for a separate instance (Booker); unverified, confirm before migrating.
2026-04-16 09:09:15 | DEV  | AI_REVIEW   | Symplicity - Fischer                    | suggested | Symplicity — Same Symplicity OIN app for a separate instance (Fischer); unverified, confirm before migrating.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | Symplicity - Heinrich                   | confirmed | Symplicity — Exact name match; Symplicity is a known SaaS constituent services platform used by Senate offices — one OIN app covers all senator instances.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | Symplicity - Kaine                      | confirmed | Symplicity — Same as other Symplicity instances — exact match, single OIN template applies across all senator-specific apps.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | Symplicity - Markey                     | confirmed | Symplicity — Same as other Symplicity instances — exact match, single OIN template applies across all senator-specific apps.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | Symplicity - Tester                     | confirmed | Symplicity — Same as other Symplicity instances — exact match, single OIN template applies across all senator-specific apps.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | Sympliciy - Warren                      | confirmed | Symplicity — Same as other Symplicity instances — label has a typo ('Sympliciy') but maps to the same exact-match OIN app.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | UCC-Cisco-UCCE                          | no_oin    | Cisco UCCE (Unified Contact Center Enterprise) is an on-premises product with no OIN equivalent; none of the matched candidates are relevant to UCCE.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | UCC-CUCM                                | no_oin    | Cisco CUCM (Unified Communications Manager) is an on-premises product with no OIN equivalent; none of the matched candidates are relevant to CUCM.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | UKG Kronos_Test                         | review_nee| UKG Ready — UKG Ready is a mid-market product distinct from UKG Pro Workforce Management (the Kronos successor) — human must confirm which UKG product line is deployed.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | Webex Control Hub (FEDRamp)             | review_nee| FedRAMP Webex uses a separate tenant/entity ID that may not match the standard Cisco Webex OIN template; no gov/FedRAMP Webex variant exists in candidates — human must verify template compatibility.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | Webex Meetings                          | confirmed | Cisco Webex Meetings — Cisco Webex Meetings (key=webex) is verified and the direct name match for a standard Webex Meetings SSO integration.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | Zoom                                    | confirmed | Zoom for Government — Senate is a US federal government org — Zoom for Government (verified, gov=True) is the appropriate OIN app over plain Zoom.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | *SAML Test App #1                       | no_oin    | SAML test application — no production OIN equivalent, should be removed or kept as a test fixture only.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | AgilQuest                               | no_oin    | AgilQuest is a niche workplace hoteling/desk reservation vendor with no known OIN app in Okta's catalog.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | CE Services                             | no_oin    | CE Services is a known Senate-specific application with no OIN equivalent.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Casey-it01  | no_oin    | ComputerWorks InterTrac is a known Senate-specific application with no OIN equivalent.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Reed-it01   | no_oin    | ComputerWorks InterTrac is a known Senate-specific application with no OIN equivalent.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Reed-it02   | no_oin    | ComputerWorks InterTrac is a known Senate-specific application with no OIN equivalent.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Schumer-it01| no_oin    | ComputerWorks InterTrac is a known Senate-specific application with no OIN equivalent.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Sinema-it01 | no_oin    | ComputerWorks InterTrac is a known Senate-specific application with no OIN equivalent.
2026-04-16 09:10:08 | DEV  | AI_REVIEW   | DataPointer SSO                         | no_oin    | DataPointer SSO is a known Senate-specific application with no OIN equivalent.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | Democratic Cloakroom VPS (JEMNS)        | no_oin    | Senate-specific app combining Democratic Cloakroom and JEMNS — both listed as known no-OIN systems.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | Disbursing GRB SSO                      | no_oin    | GRB (General Reimbursement Bureau) is a Senate-internal disbursing system with no OIN equivalent.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | ECM                                     | no_oin    | Label is too generic to identify the underlying product — likely a Senate-deployed on-prem ECM with no OIN match.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | Exiger                                  | no_oin    | Exiger is a specialized risk intelligence and due diligence platform with no known Okta OIN listing.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | iConstituent                            | no_oin    | iConstituent is a Senate-specific custom instance — listed as a known no-OIN system.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | iConstituent - Legacy                   | no_oin    | Legacy instance of iConstituent — same as above, Senate-specific custom deployment.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | Infodesk SSO                            | no_oin    | Infodesk is a niche news and research monitoring service with no known Okta OIN app.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | IPTV                                    | no_oin    | IPTV is a Senate-specific broadcast system — listed as a known no-OIN system.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | IPTV - Testing server                   | no_oin    | Test server for Senate-specific IPTV system — same no-OIN classification as production.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | JEMNS SSO                               | no_oin    | JEMNS is a Senate-specific legislative notification system — listed as a known no-OIN system.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | KeyCloak Vyopta SSO                     | no_oin    | This is a Keycloak-proxied setup for Vyopta analytics — the Keycloak intermediary pattern has no OIN equivalent and Vyopta has no known OIN listing.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | Kronos_Test                             | suggested | UKG Pro — Kronos Workforce Central was rebranded to UKG Pro after the Ultimate/Kronos merger — UKG Pro is a verified OIN app; confirm which UKG product tier is in use.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | Law360                                  | no_oin    | Law360 is a LexisNexis-owned legal news service with no known standalone Okta OIN listing.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | Lexis Advance                           | suggested | LexisNexis — Lexis Advance is LexisNexis's flagship research platform — LexisNexis has a verified OIN app; verify it covers the Advance/Lexis+ product line.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | LFTS2 (Kiteworks)                       | suggested | Kiteworks — Kiteworks (formerly Accellion) is a verified OIN app — LFTS2 is a Senate label for what is clearly the Kiteworks secure file transfer platform.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | Otis QA                                 | no_oin    | MATT-Openshift is a Senate-internal OpenShift deployment — listed as a known no-OIN system.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | MoveSpring                              | no_oin    | MoveSpring is a small corporate wellness/step-challenge vendor with no known Okta OIN listing.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | OneStream                               | suggested | OneStream — OneStream Software is a major enterprise CPM platform likely to have an OIN listing — verify before swapping as the product uses complex SAML attribute mappings.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | Otis QA                                 | no_oin    | Otis QA appears to be a Senate-internal or QA-environment app with no identifiable commercial OIN equivalent.
2026-04-16 09:11:14 | DEV  | AI_REVIEW   | PageFlex                                | no_oin    | PageFlex is listed as a known Senate-specific no-OIN system.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | PageProof SSO                           | suggested | PageProof — PageProof is a well-known cloud proofing platform with enterprise SSO support; OIN entry likely exists under 'PageProof'.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | Privacy Bee                             | no_oin    | Privacy Bee is a consumer-focused privacy/data removal service with no known enterprise OIN integration.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | SAAOnCall Staging                       | no_oin    | SAAOnCall is a known Senate-specific application with no OIN equivalent.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | SC Logic SSO                            | no_oin    | SC Logic is a niche IT asset management platform with no known OIN catalog entry.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | Senate Library LS2                      | no_oin    | Senate Library is a known Senate-specific application with no OIN equivalent.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | SLC leg server: POC Thom Cole           | no_oin    | SLC leg server is a known Senate-specific application with no OIN equivalent.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | SnapStream                              | no_oin    | SnapStream is a known Senate-specific broadcast monitoring application with no OIN equivalent.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | Soap                                    | no_oin    | SOAP is a known Senate-specific application with no OIN equivalent.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | StackOverFlowForTeams                   | suggested | Stack Overflow for Teams — Stack Overflow for Teams (Business/Enterprise) supports SAML SSO and has an OIN entry; label matches the product name directly.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | Survey                                  | review_nee| Label 'Survey' is too generic to identify the product — could be SurveyMonkey, Qualtrics, Alchemer, or another platform; human must identify the underlying tool.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | Survey                                  | review_nee| Second 'Survey' app with same ambiguity — label is too generic; human must identify the underlying survey platform and whether this is a duplicate.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | TalentComp                              | no_oin    | TalentComp does not correspond to a known major HR/compensation platform with an OIN entry; likely a niche or proprietary system.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | UCC-Cisco-Expressway-1                  | suggested | Cisco Expressway — Cisco Expressway is part of Cisco's enterprise collaboration portfolio which supports SAML SSO; an OIN template likely exists for this on-prem gateway.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | UCC-Cisco-Expressway-2                  | suggested | Cisco Expressway — Second instance of Cisco Expressway; same OIN template applies as UCC-Cisco-Expressway-1.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | UCC-Cisco-Expressway-3                  | suggested | Cisco Expressway — Third instance of Cisco Expressway; same OIN template applies as UCC-Cisco-Expressway-1.
2026-04-16 09:12:07 | DEV  | AI_REVIEW   | UCC-Cisco-Expressway-4                  | suggested | Cisco Expressway — Fourth instance of Cisco Expressway; same OIN template applies as UCC-Cisco-Expressway-1.
